"","site_code","plot","block","nutyr","year.x","Treatment","after_n_treatment_yrs","pct_C_post","pct_N_post","ppm_P_post","ppm_K_post","ppm_Ca_post","ppm_Mg_post","ppm_S_post","ppm_Na_post","ppm_Zn_post","ppm_Mn_post","ppm_Fe_post","ppm_Cu_post","ppm_B_post","OrganicMatter_post","pH_post","pct_C_rerun_01","pct_C_rerun","pct_N_rerun_01","pct_N_rerun","pH_add_01","pH_add","pct_C_num","pct_N_num","ppm_P_num","ppm_K_num","ppm_Ca_num","ppm_Mg_num","ppm_S_num","ppm_Na_num","ppm_Zn_num","ppm_Mn_num","ppm_Fe_num","ppm_Cu_num","ppm_B_num","OrganicMatter_num","pH_num","pct_C_numu","pct_N_numu","pct_C_smith","pct_N_smith","pH_smith","year.y","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT","MAT_RANGE","ISO","TEMP_VAR","MAX_TEMP","MIN_TEMP","ANN_TEMP_RANGE","TEMP_WET_Q","TEMP_DRY_Q","TEMP_WARM_Q","TEMP_COLD_Q","MAP","MAP_WET_M","MAP_DRY_M","MAP_VAR","MAP_WET_Q","MAP_DRY_Q","MAP_WARM_Q","MAP_COLD_Q","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt.x","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C_pre","pct_N_pre","ppm_P_pre","ppm_K_pre","ppm_Ca_pre","ppm_Mg_pre","ppm_S_pre","ppm_Na_pre","ppm_Zn_pre","ppm_Mn_pre","ppm_Fe_pre","ppm_Cu_pre","ppm_B_pre","pH_pre","PercentSand.raw","PercentSilt.raw","PercentClay.raw","Classification","rich.vegan","shan","simpson","even","PercentSand.mean","PercentSilt.mean","PercentClay.mean","siteblock","PercentSiltClay","Sample_ID","trt.y","Rootsgperm2","percroots","totalbiomass","Light","gramminoidfraction","perennialfraction","lnroots","bulk_den","bulk_den_cm2","blockU","mgC_gsoil_post","mgC_cm3_post","soil_gCm2","controlsoilC","soil_gCm2_ln","mgC_cm3_post_ln","live_mass_ln"
"223","elliot.us",17,2,2011,2011,"P",3,"1.832","0.147","95","243","1437","830","9","107","435.2","101","407","1.9","0.4","3.4","6.2",0,NA,0,NA,0,NA,1.832,0.147,95,243,1437,830,9,107,435.2,101,407,1.9,0.4,3.4,6.2,1.832,0.147,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,133,57,0,190,7,3,0,10,28,41,16,19,4.1,315.7,384.25,699.95,NA,0.363636364,1870,680,1.776,0.137,15,208,1201,1010,23,144,3.2,61,203,1.2,0.4,5.5,NA,NA,NA,NA,10,1.862450934,4.895579062,0.808852164,49,27.4,23.5,"elliot.us.2",51,137,"P",99.00990099,0.204879198,483.259901,0.525715301,0.69846711,0.110758512,4.595219855,1.12119776684839,11.2119776684839,"elliot.us.2",18.32,20.5403430886625,2054.03430886625,3363.85016672041,7.62756109378924,3.02239090780115,5.95129338241871
"224","elliot.us",23,3,2011,2011,"P",3,"3.548","0.236","63","326","1826","624","12","151","435.2","195","667","1","0.7","5.5","6.5",0,NA,0,NA,0,NA,3.548,0.236,63,326,1826,624,12,151,435.2,195,667,1,0.7,5.5,6.5,3.548,0.236,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,123,16,0,139,6,2,0,8,28,41,16,19,5.125,352.25,182.25,534.5,NA,0.102484472,1610,165,1.736,0.137,15,267,1721,1022,26,172,3.9,91,224,1.3,1.2,5.9,NA,NA,NA,NA,8,1.193216888,2.58336676,0.573816029,57,23.6,19.3,"elliot.us.3",43,143,"P",61.38613861,0.251958264,243.6361386,0.525715301,0.69846711,0.110758512,4.117184054,1.22013696776282,12.2013696776282,"elliot.us.3",35.48,43.2904596162247,4329.04596162247,3363.85016672041,8.37310246453103,3.76793227854294,5.20537937088877
"228","frue.ch",1,1,2011,2011,"N",3,"3.607","0.392","71","76","1815","110","30","25","147.1","86","256","5.2","0.2","9.1","5.7",0,NA,0,NA,0,NA,3.607,0.392,71,76,1815,110,30,25,147.1,86,256,5.2,0.2,9.1,5.7,3.607,0.392,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,30,200,0,230,1,7,0,8,17,38,22,3,4.75,NA,1370.87,1370.87,NA,NA,NA,NA,4.617,0.442,57,161,1673,111,41,31,2.1,83,188,2.2,0.4,5.6,NA,NA,NA,NA,8,1.800808221,5.157773593,0.866005697,41.6,41,17.3,"frue.ch.1",58.4,661,"N",175.8332969,0.113682629,1546.703297,0.071396942,0.404714505,0.796959053,5.169536369,0.69565786122449,6.9565786122449,"frue.ch.1",36.07,25.0923790543674,2509.23790543674,2239.11679678639,7.82773436269096,3.22256417670286,7.22320085376817
"231","frue.ch",14,2,2011,2011,"P",3,"3.22","0.346","89","113","1231","96","28","23","4.2","81","350","3.8","0.2","7","5.1",0,NA,0,NA,0,NA,3.22,0.346,89,113,1231,96,28,23,4.2,81,350,3.8,0.2,7,5.1,3.22,0.346,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,21,200,0,221,1,8,0,9,17,38,22,3,4.2222,NA,1073.38,1073.38,NA,NA,NA,NA,3.688,0.365,64,119,1406,113,39,25,2,81,227,2.6,0.3,5.4,NA,NA,NA,NA,9,1.993100866,6.378567268,0.907099295,43.6,39,17.3,"frue.ch.2",56.4,674,"P",150.9234828,0.123272934,1224.303483,0.071396942,0.404714505,0.796959053,5.016772972,0.795145371428571,7.95145371428571,"frue.ch.2",32.2,25.60368096,2560.368096,2239.11679678639,7.84790631463718,3.24273612864909,6.97856782718606
"232","frue.ch",15,2,2011,2011,"NP",3,"2.948","0.308","82","103","894","82","26","23","5.7","166","342","4.4","0.1","6.7","4.6",0,NA,0,NA,0,NA,2.948,0.308,82,103,894,82,26,23,5.7,166,342,4.4,0.1,6.7,4.6,2.948,0.308,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,42,148,0,190,1,8,0,9,17,38,22,3,4.2222,NA,1631.78,1631.78,NA,NA,NA,NA,3.819,0.365,58,147,1435,111,38,30,2.2,107,252,3,0.3,5.2,NA,NA,NA,NA,9,2.006437352,6.338893522,0.913168992,43.6,39,17.3,"frue.ch.2",56.4,675,"NP",296.0617761,0.153571616,1927.841776,0.071396942,0.404714505,0.796959053,5.690568135,0.740290628571429,7.40290628571429,"frue.ch.2",29.48,21.8237677302857,2182.37677302857,2239.11679678639,7.68816982473536,3.08299963874727,7.39742672251562
"233","frue.ch",17,2,2011,2011,"Control",3,"3.353","0.361","52","192","1354","123","34","26","135.2","172","276","5.7","0.3","6.5","4.8",0,NA,0,NA,0,NA,3.353,0.361,52,192,1354,123,34,26,135.2,172,276,5.7,0.3,6.5,4.8,3.353,0.361,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,12,234,0,246,1,11,0,12,17,38,22,3,3.1667,NA,1274.88,1274.88,NA,NA,NA,NA,3.822,0.37,76,245,1566,150,42,28,2.6,115,260,2.6,0.4,5.5,43.6,39,17.3,"Loam",12,2.228623372,7.942507069,0.896864022,43.6,39,17.3,"frue.ch.2",56.4,677,"Control",352.5454962,0.216627733,1627.425496,0.071396942,0.404714505,0.796959053,5.865179681,0.733028595918367,7.33028595918367,"frue.ch.2",33.53,24.5784488211429,2457.84488211429,2239.11679678639,7.80704018077673,3.20186999478864,7.15060733551612
"236","frue.ch",4,1,2011,2011,"NP",3,"3.213","0.364","89","76","1609","98","27","25","7.8","65","330","5.4","0.5","6.8","5.4",0,NA,0,NA,0,NA,3.213,0.364,89,76,1609,98,27,25,7.8,65,330,5.4,0.5,6.8,5.4,3.213,0.364,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,13,218,0,231,1,7,0,8,17,38,22,3,4.75,NA,1441.63,1441.63,NA,NA,NA,NA,3.574,0.343,73,132,1950,160,39,28,2.4,123,249,2.8,0.5,5.6,NA,NA,NA,NA,8,1.64809072,4.10956848,0.792564103,41.6,41,17.3,"frue.ch.1",58.4,664,"NP",152.5238535,0.095676997,1594.153853,0.071396942,0.404714505,0.796959053,5.027321,0.718740571428572,7.18740571428572,"frue.ch.1",32.13,23.09313456,2309.313456,2239.11679678639,7.74470555414682,3.13953536815873,7.27352969684842
"237","frue.ch",6,1,2011,2011,"P",3,"3.168","0.346","142","115","1547","107","33","25","7.2","87","267","5.3","0.2","6.5","5.2",0,NA,0,NA,0,NA,3.168,0.346,142,115,1547,107,33,25,7.2,87,267,5.3,0.2,6.5,5.2,3.168,0.346,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,27,204,0,231,1,8,0,9,17,38,22,3,4.2222,NA,1056.56,1056.56,NA,NA,NA,NA,3.684,0.36,52,95,1166,102,36,30,2,98,200,2.2,0.3,5.3,NA,NA,NA,NA,9,1.702423932,4.179368491,0.774806522,41.6,41,17.3,"frue.ch.1",58.4,666,"P",169.7308592,0.138409952,1226.290859,0.071396942,0.404714505,0.796959053,5.134214001,0.686837967346939,6.86837967346939,"frue.ch.1",31.68,21.759026805551,2175.9026805551,2239.11679678639,7.68519888296608,3.08002869697799,6.96277362673555
"240","frue.ch",10,1,2011,2011,"Control",3,"2.59","0.271","58","95","1354","104","23","24","4","125","321","7.5","0.2","4.8","5.1",0,NA,0,NA,0,NA,2.59,0.271,58,95,1354,104,23,24,4,125,321,7.5,0.2,4.8,5.1,2.59,0.271,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,22,138,0,160,1,8,0,9,17,38,22,3,4.2222,NA,1070.48,1070.48,NA,NA,NA,NA,3.624,0.347,61,117,1581,125,40,28,1.9,120,267,3.2,0.4,5.3,41.6,41,17.3,"Loam",9,1.894081531,5.698321343,0.862033654,41.6,41,17.3,"frue.ch.1",58.4,670,"Control",92.41502653,0.079469793,1162.895027,0.071396942,0.404714505,0.796959053,4.52628959,0.822857126530612,8.22857126530612,"frue.ch.1",25.9,21.3119995771429,2131.19995771429,2239.11679678639,7.6644404605048,3.05927027451671,6.97586242499673
"241","frue.ch",11,2,2011,2011,"N",3,"3.683","0.415","62","76","1444","103","30","26","3.2","76","274","3.8","0.2","7.1","4.9",0,NA,0,NA,0,NA,3.683,0.415,62,76,1444,103,30,26,3.2,76,274,3.8,0.2,7.1,4.9,3.683,0.415,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,25,193,0,218,1,9,0,10,17,38,22,3,3.8,NA,1424.89,1424.89,NA,NA,NA,NA,3.772,0.375,75,178,1790,135,43,24,2.2,107,221,2.5,0.4,5.6,NA,NA,NA,NA,10,1.805073355,4.70633153,0.783933398,43.6,39,17.3,"frue.ch.2",56.4,671,"N",487.7677841,0.255020939,1912.657784,0.071396942,0.404714505,0.796959053,6.18983944,0.672994514285714,6.72994514285714,"frue.ch.2",36.83,24.7863879611429,2478.63879611429,2239.11679678639,7.8154648159388,3.2102946299507,7.26184989674076
"242","frue.ch",28,3,2011,2011,"P",3,"3.01","0.339","143","102","1463","113","27","24","21.1","112","339","4.9","0.2","5.9","5.1",0,NA,0,NA,0,NA,3.01,0.339,143,102,1463,113,27,24,21.1,112,339,4.9,0.2,5.9,5.1,3.01,0.339,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,35,211,0,246,1,7,0,8,17,38,22,3,4.75,NA,1060.44,1060.44,NA,NA,NA,NA,4.023,0.37,80,160,1979,160,40,26,2.6,105,230,2.6,0.4,5.8,NA,NA,NA,NA,8,1.992814433,6.819093188,0.958341167,29.5,43.1,27.3,"frue.ch.3",70.5,688,"P",538.711125,0.33687318,1599.151125,0.071396942,0.404714505,0.796959053,6.289179481,0.741930918367347,7.41930918367347,"frue.ch.3",30.1,22.3321206428571,2233.21206428571,2239.11679678639,7.71119621566311,3.10602602967502,6.96643919531791
"243","frue.ch",29,3,2011,2011,"NP",3,"2.712","0.308","116","84","1280","81","30","23","17.8","143","309","4.9","0.1","5.9","4.6",0,NA,0,NA,0,NA,2.712,0.308,116,84,1280,81,30,23,17.8,143,309,4.9,0.1,5.9,4.6,2.712,0.308,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,0,249,0,249,0,9,0,9,17,38,22,3,4.2222,NA,1086.69,1086.69,NA,NA,NA,NA,3.571,0.362,56,171,1345,111,39,26,2.5,135,245,2.6,0.3,5,NA,NA,NA,NA,9,1.624742383,3.54039137,0.739452125,29.5,43.1,27.3,"frue.ch.3",70.5,689,"NP",118.83186,0.098572962,1205.52186,0.071396942,0.404714505,0.796959053,4.777709553,0.809201493877551,8.09201493877551,"frue.ch.3",27.12,21.9455445139592,2194.55445139592,2239.11679678639,7.69373432148663,3.08856413549854,6.99089165785475
"249","frue.ch",26,3,2011,2011,"N",3,"3.307","0.352","84","165","2416","271","30","24","98.9","199","352","7.6","0.5","6.2","5.6",0,NA,0,NA,0,NA,3.307,0.352,84,165,2416,271,30,24,98.9,199,352,7.6,0.5,6.2,5.6,3.307,0.352,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,3,132,0,135,1,8,0,9,17,38,22,3,4.2222,NA,1061.17,1061.17,NA,NA,NA,NA,4.042,0.402,80,279,2152,225,40,24,3,90,223,2.6,0.5,5.9,NA,NA,NA,NA,9,1.904657261,5.538461538,0.866846876,29.5,43.1,27.3,"frue.ch.3",70.5,686,"N",99.7169054,0.085897175,1160.886905,0.071396942,0.404714505,0.796959053,4.602335225,0.85668,8.5668,"frue.ch.3",33.07,28.3304076,2833.04076,2239.11679678639,7.94910588730203,3.34393570131393,6.96712735198083
"250","frue.ch",27,3,2011,2011,"Control",3,"3.223","0.349","73","187","2087","160","38","23","9.6","148","340","6.5","0.3","7","5.6",0,NA,0,NA,0,NA,3.223,0.349,73,187,2087,160,38,23,9.6,148,340,6.5,0.3,7,5.6,3.223,0.349,NA,NA,NA,2011,"Fruebuel","Europe","CH","Europe",1,0,1,1,"PASTURE",995,47.113187,8.541821,705,6.5,7.2,0.29,59.89,19.6,-4.5,24.1,14.1,-0.3,14.1,-1.2,1355,159,85,23,460,259,460,267,2.0892,650,18.629,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,17,212,0,229,1,9,0,10,17,38,22,3,3.8,NA,1033.47,1033.47,NA,NA,NA,NA,3.741,0.375,64,226,1437,120,37,26,2.4,133,235,2.7,0.3,5.3,29.5,43.1,27.3,"Clay Loam",10,2.03927706,6.267936342,0.885646774,29.5,43.1,27.3,"frue.ch.3",70.5,687,"Control",221.9471181,0.176791534,1255.417118,0.071396942,0.404714505,0.796959053,5.402439147,0.660349224489796,6.60349224489796,"frue.ch.3",32.23,21.2830555053061,2128.30555053061,2239.11679678639,7.66308142592975,3.05791123994166,6.94067735112432
"253","gilb.za",2,1,2012,2012,"NP",2,"19.55","1.207","152","69","359","33","29","34","8.9","18","138","2.7","0.6","32","4.4",0,NA,0,NA,0,NA,19.55,1.207,152,69,359,33,29,34,8.9,18,138,2.7,0.6,32,4.4,19.55,1.207,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","1","1","0","0","NP",2011,2011,2,0,215,0,215,0,25,0,25,62,74,73,0,2.96,NA,458.875,458.875,NA,0.176121016,1851,326,21.333,1.22,15,129,225,40,44,30,4.4,16,123,2.5,0.3,5,NA,NA,NA,NA,25,2.427685475,7.527275688,0.754202898,59.6,31,9.3,"gilb.za.1",40.4,842,"NP",336.4093045,0.423005085,795.2843045,0.468628659,0.646251969,0.937022693,5.818328587,0.117465368631016,0.839038347462075,"gilb.za.1",195.5,22.9644795673637,1640.31996928836,2094.47792955584,7.40264660501269,3.1339486555294,6.128777841817
"254","gilb.za",3,1,2012,2012,"N",2,"18.541","1.053","10","90","202","43","29","39","2.5","16","155","1.7","0.4","34","4.7",0,NA,0,NA,0,NA,18.541,1.053,10,90,202,43,29,39,2.5,16,155,1.7,0.4,34,4.7,18.541,1.053,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","1","0","0","0","N",2011,2011,2,0,243,0,243,0,25,0,25,62,74,73,0,2.96,NA,379.225,379.225,NA,0.270314193,1846,499,19.959,1.091,17,115,265,45,45,40,1.5,16,118,2.4,0.3,5,NA,NA,NA,NA,25,2.755425831,12.3559322,0.856021164,59.6,31,9.3,"gilb.za.1",40.4,843,"N",376.8541118,0.498432116,756.0791118,0.468628659,0.646251969,0.937022693,5.931858141,0.154804821701636,0.833968379106167,"gilb.za.1",185.41,28.7023619917003,1546.26077170074,2094.47792955584,7.34359489002083,3.35697941874155,5.93812969647774
"255","gilb.za",16,2,2012,2012,"N",2,"21.085","1.32","13","87","405","44","34","41","6.4","26","132","1.3","0.2","36","4.5",0,NA,0,NA,0,NA,21.085,1.32,13,87,405,44,34,41,6.4,26,132,1.3,0.2,36,4.5,21.085,1.32,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","1","0","0","0","N",2011,2011,2,0,190,0,190,0,25,0,25,62,74,73,0,2.96,NA,454.475,454.475,NA,0.426989984,1897,810,18.766,1.178,20,121,378,46,42,37,1.2,17,79,2,0.5,5.3,NA,NA,NA,NA,25,2.60741982,9.134615385,0.810040512,59.6,31,9.3,"gilb.za.2",40.4,856,"N",942.3273076,0.674631838,1396.802308,0.468628659,0.646251969,0.937022693,6.848352675,0.14803725573508,0.786447921153906,"gilb.za.2",210.85,31.2136553717416,1658.22544175301,2094.47792955584,7.41350329855863,3.44085567123612,6.11914290660413
"256","gilb.za",17,2,2012,2012,"P",2,"20.594","1.217","247","127","790","83","39","49","7.2","33","168","1.4","0.2","35.9","5",0,NA,0,NA,0,NA,20.594,1.217,247,127,790,83,39,49,7.2,33,168,1.4,0.2,35.9,5,20.594,1.217,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","0","1","0","0","P",2011,2011,2,0,197,0,197,0,27,0,27,62,74,73,0,2.7407,NA,419.225,419.225,NA,0.39715939,1901,755,21.08,1.197,19,126,345,63,45,39,1.6,23,125,2.3,0.6,5.2,NA,NA,NA,NA,27,2.55868217,8.977330557,0.776337626,59.6,31,9.3,"gilb.za.2",40.4,857,"P",1676.058487,0.799919675,2095.283487,0.468628659,0.646251969,0.937022693,7.424200177,0.184981462609524,0.878661947395241,"gilb.za.2",205.94,38.0950824098054,1809.51641446576,2094.47792955584,7.50081491423414,3.64008520319355,6.03840776863317
"260","gilb.za",22,3,2012,2012,"P",2,"19.977","1.13","149","119","437","59","48","42","12.8","21","158","2","0.2","33.9","5.4",0,NA,0,NA,0,NA,19.977,1.13,149,119,437,59,48,42,12.8,21,158,2,0.2,33.9,5.4,19.977,1.13,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","0","1","0","0","P",2011,2011,2,0,239,0,239,0,27,0,27,62,74,73,0,2.7407,NA,357.375,357.375,NA,0.412930136,1918,792,21.419,1.138,18,140,402,51,50,41,1.8,21,113,2.3,0.4,5.2,NA,NA,NA,NA,27,2.647515357,9.91319566,0.803290777,59.6,31,9.3,"gilb.za.3",40.4,862,"P",952.6381192,0.727197389,1310.013119,0.468628659,0.646251969,0.937022693,6.859235104,0.178219955483367,0.801989799740744,"gilb.za.3",199.77,35.6030005069123,1602.13502294208,2094.47792955584,7.37909240806043,3.57242991820833,5.87878565064248
"261","gilb.za",23,3,2012,2012,"N",2,"20.991","1.213","14","97","239","41","41","29","3.3","19","128","1.5","0.1","35","4.6",0,NA,0,NA,0,NA,20.991,1.213,14,97,239,41,41,29,3.3,19,128,1.5,0.1,35,4.6,20.991,1.213,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","1","0","0","0","N",2011,2011,2,0,235,0,235,0,21,0,21,62,74,73,0,3.5238,NA,398.825,398.825,NA,0.476365546,1904,907,20.83,1.102,16,135,174,44,46,33,1.3,14,109,2.2,0.4,5.1,NA,NA,NA,NA,21,2.392729409,7.652071498,0.785912884,59.6,31,9.3,"gilb.za.3",40.4,863,"N",3167.665905,0.888174396,3566.490905,0.468628659,0.646251969,0.937022693,8.060750288,0.189459276430156,0.842041228578471,"gilb.za.3",209.91,39.769396715454,1767.52874290907,2094.47792955584,7.47733765953897,3.6830976897672,5.98852272418706
"262","gilb.za",24,3,2012,2012,"NP",2,"20.911","1.24","228","197","827","78","47","41","5","31","128","1.8","0.2","37.2","5.8",0,NA,0,NA,0,NA,20.911,1.24,228,197,827,78,47,41,5,31,128,1.8,0.2,37.2,5.8,20.911,1.24,NA,NA,NA,2012,"Mt Gilboa","Africa","ZA","Sub-saharan Africa",1,1,0,0,"MONTANE GRASSLAND",1748,-29.28424,30.29174,-268,13.1,12.3,0.55,34.19,22.3,0.3,22,16.9,8.4,16.9,8.2,926,146,13,67,432,52,432,53,0.7797,1194,5.0344,"Experimental (Full Factorial)","1","1","0","0","NP",2011,2011,2,0,251,0,251,0,24,0,24,62,74,73,0,3.0833,NA,546.325,546.325,NA,0.196149844,1922,377,20.65,1.114,18,131,242,37,47,34,1.4,17,107,2.3,0.3,5.1,NA,NA,NA,NA,24,2.451530121,8.149139827,0.771393517,59.6,31,9.3,"gilb.za.3",40.4,864,"NP",969.6217806,0.639614657,1515.946781,0.468628659,0.646251969,0.937022693,6.876906079,0.16148910354482,0.551754437200618,"gilb.za.3",209.11,33.7689864422573,1153.77370363021,2094.47792955584,7.05079333046428,3.51954282039235,6.30321403675622
